Time (s),Channel 1 (V),Channel 2 (V)
0.0023716,2.187546347,2.420862954
0.00237765,2.18680132,2.423127263
0.0023837,2.18680132,2.426070864
0.00238975,2.186056293,2.428297434
0.0023958,2.184826998,2.430335312
0.00240185,2.184454485,2.43312796
0.0024079,2.183262441,2.435505484
0.00241395,2.18102736,2.436637638
0.00242,2.179947071,2.439090639
0.00242605,2.179313798,2.442185194
0.0024321,2.177860996,2.444298549
0.00243815,2.175849423,2.445657134
0.0024442,2.174433871,2.447921443
0.00245025,2.173316331,2.45071409
0.0024563,2.171789025,2.452751968
0.00246235,2.16970295,2.454336984
0.0024684,2.167877634,2.456261646
0.00247445,2.166797344,2.458714647
0.0024805,2.164636766,2.460412879
0.00248655,2.162140926,2.461960156
0.0024926,2.159905845,2.463620649
0.00249865,2.158527545,2.466262343
0.0025047,2.156329715,2.468149267
0.00251075,2.153386858,2.469205944
0.0025168,2.15122628,2.470979653
0.00252285,2.149326461,2.473055269
0.0025289,2.147538396,2.475696962
0.00253495,2.145191561,2.477093286
0.002541,2.141652683,2.477508409
0.00254705,2.137964799,2.478527348
0.0025531,2.136102231,2.481244519
0.00255915,2.133233877,2.482754058
0.0025652,2.129918507,2.483508827
0.00257125,2.127608923,2.485358013
0.0025773,2.124926826,2.486943029
0.00258335,2.122095724,2.487811014
0.0025894,2.119376375,2.488943168
0.00259545,2.116880534,2.490641399
0.0026015,2.114198437,2.492037723
0.00260755,2.111069324,2.492452846
0.0026136,2.107977462,2.49286797
0.00261965,2.105928637,2.494528463
0.0026257,2.1035073,2.495509663
0.00263175,2.100303683,2.495320971
0.0026378,2.096988313,2.49607574
0.00264385,2.094343467,2.497924926
0.0026499,2.091810375,2.498453264
0.00265595,2.087936235,2.497849449
0.002662,2.084993378,2.498792911
0.00266805,2.082534789,2.499736373
0.0026741,2.07981544,2.499887327
0.00268015,2.076872584,2.499925065
0.0026862,2.074227738,2.500491142
0.00269225,2.071992657,2.50128365
0.0026983,2.06849103,2.50079305
0.00270435,2.065697179,2.500717573
0.0027104,2.063573852,2.501245912
0.00271645,2.061338771,2.501887466
0.0027225,2.058619422,2.50154782
0.00272855,2.055490308,2.500717573
0.0027346,2.053627741,2.501396866
0.00274065,2.050759387,2.501170435
0.0027467,2.048040038,2.500868527
0.00275275,2.046624487,2.501132696
0.0027588,2.043234614,2.49954768
0.00276485,2.039583982,2.497887187
0.0027709,2.03842919,2.498755172
0.00277695,2.037572409,2.499623157
0.002783,2.034778557,2.497849449
0.00278905,2.032170963,2.49633991
0.0027951,2.030494652,2.496188956
0.00280115,2.029116352,2.496000263
0.0028072,2.027067528,2.494792632
0.00281325,2.024459933,2.492830231
0.0028193,2.022783623,2.491962246
0.00282535,2.020809301,2.490528184
0.0028314,2.019207493,2.489509245
0.00283745,2.018238958,2.489282814
0.0028435,2.016450893,2.487320413
0.00284955,2.014700079,2.48565992
0.0028556,2.013992304,2.485018366
0.00286165,2.012315993,2.482791796
0.0028677,2.01030442,2.480263318
0.00287375,2.009522142,2.479093425
0.0028798,2.008777115,2.47773484
0.00288585,2.008181093,2.476074347
0.0028919,2.007287061,2.474338377
0.00289795,2.006802793,2.472979792
0.002904,2.006132269,2.471168345
0.00291005,2.004865723,2.468488913
0.0029161,2.003897188,2.466035912
0.00292215,2.003934439,2.464035773
0.0029282,2.003301166,2.461809203
0.00293425,2.002891401,2.459922279
0.0029403,2.003375669,2.458224047
0.00294635,2.003003155,2.455469138
0.0029524,2.002220877,2.45245006
0.00295845,2.002705145,2.450902783
0.0029645,2.002928653,2.448638474
0.00297055,2.002891401,2.445845827
0.0029766,2.003226663,2.443656995
0.00298265,2.003859936,2.441430425
0.0029887,2.004716717,2.439090639
0.00299475,2.005238236,2.436373469
0.0030008,2.005573499,2.433505344
0.00300685,2.006653788,2.431354251
0.0030129,2.007622323,2.429127681
0.00301895,2.007883082,2.425693479
0.003025,2.009037874,2.422787617
0.00303105,2.010080912,2.419919492
0.0030371,2.011943479,2.418221261
0.00304315,2.014104058,2.416862676
0.0030492,2.014774582,2.413503951
0.00305525,2.015594112,2.410220704
0.0030613,2.017344925,2.407956395
0.00306735,2.019431001,2.405654348
0.0030734,2.020623044,2.402597531
0.00307945,2.021926841,2.399691668
0.0030855,2.023901163,2.397125452
0.00309155,2.026098993,2.394898882
0.0030976,2.027812555,2.392257188
0.00310365,2.029898631,2.389464541
0.0031097,2.032319968,2.387124755
0.00311575,2.033996279,2.384407585
0.0031218,2.035970601,2.381992322
0.00312785,2.03816843,2.379501583
0.0031339,2.040478014,2.377048582
0.00313995,2.043160111,2.375199396
0.003146,2.044799171,2.371802933
0.00315205,2.046475482,2.36867064
0.0031581,2.050126114,2.367991347
0.00316415,2.052808211,2.365651561
0.0031702,2.054857036,2.362594745
0.00317625,2.05746463,2.360783298
0.0031823,2.060332984,2.358858636
0.00318835,2.064393381,2.356896235
0.0031944,2.067336238,2.354179064
0.00320045,2.070092838,2.352367617
0.0032065,2.073482711,2.351084509
0.00321255,2.075755043,2.34859377
0.0032186,2.077990124,2.346442676
0.00322465,2.081640757,2.345725645
0.0032307,2.084620865,2.344178368
0.00323675,2.086446181,2.341272505
0.0032428,2.089500792,2.340064874
0.00324885,2.092816162,2.339234627
0.0032549,2.095572762,2.337574134
0.00326095,2.098813629,2.33693258
0.003267,2.101197716,2.335460779
0.00327305,2.103358294,2.333422902
0.0032791,2.10600314,2.332441701
0.00328515,2.109616521,2.33247944
0.0032912,2.112186864,2.331385024
0.00329725,2.113565164,2.329950962
0.0033033,2.116843283,2.329573577
0.00330935,2.120419413,2.329422623
0.0033154,2.123287767,2.329082977
0.00332145,2.125522848,2.328139515
0.0033275,2.12779518,2.327196053
0.00333355,2.130514529,2.327045099
0.0033396,2.133159375,2.327309268
0.00334565,2.136027729,2.327724391
0.0033517,2.138113804,2.326931883
0.00335775,2.140646896,2.326931883
0.0033638,2.143179988,2.327573438
0.00336985,2.14489355,2.327497961
0.0033759,2.147612899,2.328177253
0.00338195,2.149214707,2.32825273
0.003388,2.150630258,2.328177253
0.00339405,2.153275104,2.329158454
0.0034001,2.155547436,2.329913223
0.00340615,2.157484507,2.330667993
0.0034122,2.159719588,2.332064316
0.00341825,2.161246893,2.332630394
0.0034243,2.163183963,2.333838025
0.00343035,2.164525012,2.335045656
0.0034364,2.165083782,2.335121133
0.00344245,2.16750512,2.337196749
0.0034485,2.169218682,2.339083673
0.00345455,2.169777452,2.339838443
0.0034606,2.171304758,2.34138572
0.00346665,2.172496801,2.343046213
0.0034727,2.173502588,2.344933137
0.00347875,2.174508374,2.346933277
0.0034848,2.175067144,2.348254123
0.00349085,2.176259187,2.35006557
0.0034969,2.177302225,2.352480833
0.00350295,2.177190471,2.353726203
0.003509,2.177898247,2.355952773
0.00351505,2.177935498,2.357839697
0.0035211,2.178643274,2.360443652
0.00352715,2.179164793,2.362670222
0.0035332,2.178568771,2.364217499
0.00353925,2.178606023,2.366519546
0.0035453,2.178866782,2.368934809
0.00355135,2.179425552,2.372369011
0.0035574,2.179127541,2.374822012
0.00356345,2.178606023,2.376822151
0.0035695,2.178121755,2.379199675
0.00357555,2.178047252,2.382181015
0.0035816,2.17797275,2.385313308
0.00358765,2.176817958,2.387388925
0.0035937,2.176072931,2.390143833
0.00359975,2.175178898,2.393162912
0.0036058,2.173912352,2.395464959
0.00361185,2.17357709,2.398521776
0.0036179,2.172496801,2.40112573
0.00362395,2.170932244,2.403767424
0.00363,2.169628447,2.406711025
0.00363605,2.168399152,2.409390457
0.0036421,2.167281612,2.412145366
0.00364815,2.165903312,2.414975752
0.0036542,2.164450509,2.417919353
0.00366025,2.162289931,2.420145923
0.0036663,2.160837128,2.423542386
0.00367235,2.159309823,2.426825634
0.0036784,2.156888485,2.42890125
0.00368445,2.155212174,2.432146759
0.0036905,2.153386858,2.434901668
0.00369655,2.151524291,2.437732054
0.0037026,2.149251958,2.440675655
0.00370865,2.146979626,2.443355087
0.0037147,2.145340566,2.446713811
0.00372075,2.143030983,2.449544197
0.0037268,2.140497891,2.451544337
0.00373285,2.138151056,2.454374722
0.0037389,2.136102231,2.457771185
0.00374495,2.13412791,2.460714787
0.003751,2.131185053,2.462639449
0.00375705,2.128093191,2.464903758
0.0037631,2.125448345,2.467998313
0.00376915,2.122430986,2.470866437
0.0037752,2.120009648,2.4737723
0.00378125,2.117290299,2.475734701
0.0037873,2.11371417,2.477206501
0.00379335,2.111590843,2.479999149
0.0037994,2.109840029,2.48343335
0.00380545,2.10656191,2.485282536
0.0038115,2.103730808,2.486980767
0.00381755,2.10268777,2.489924368
0.0038236,2.100229181,2.492150939
0.00382965,2.096429543,2.49433977
0.0038357,2.093300429,2.495509663
0.00384175,2.090059562,2.496528602
0.0038478,2.087675475,2.498943865
0.00385385,2.085067881,2.500830788
0.0038599,2.082460286,2.502830928
0.00386595,2.079740938,2.504302728
0.003872,2.07676083,2.505699052
0.00387805,2.074339492,2.507510499
0.0038841,2.071135876,2.508189792
0.00389015,2.068416527,2.509020038
0.0038962,2.066069692,2.510038977
0.00390225,2.063275841,2.511057916
0.0039083,2.060519241,2.512227809
0.00391435,2.058805679,2.513888302
0.0039204,2.056123581,2.514718548
0.00392645,2.053255227,2.515095933
0.0039325,2.051206403,2.515737487
0.00393855,2.048449803,2.51566201
0.0039446,2.04643823,2.516341303
0.00395065,2.044128647,2.516567734
0.0039567,2.042042571,2.517284765
0.00396275,2.040403511,2.518265965
0.0039688,2.037646911,2.517322503
0.00397485,2.035151071,2.516831903
0.0039809,2.033996279,2.517850842
0.00398695,2.032059209,2.517813103
0.003993,2.029824128,2.51690738
0.00399905,2.027998812,2.516567734
0.0040051,2.026136244,2.516228087
0.00401115,2.024459933,2.515888441
0.0040172,2.022783623,2.515246887
0.00402325,2.021256317,2.514378902
0.0040293,2.020362285,2.514001517
0.00403535,2.019431001,2.513699609
0.0040414,2.017456679,2.512114593
0.00404745,2.015854871,2.510303146
0.0040535,2.014290315,2.509020038
0.00405955,2.013545288,2.508642653
0.0040656,2.01388055,2.508529438
0.00407165,2.012390496,2.506302868
0.0040777,2.011161201,2.50426499
0.00408375,2.010341671,2.502679974
0.0040898,2.009782901,2.501510081
0.00409585,2.00918688,2.499698634
0.0041019,2.008292847,2.497924926
0.00410795,2.007957585,2.496604079
0.004114,2.007920334,2.494905847
0.00412005,2.007659574,2.492905708
0.0041261,2.006951798,2.49037723
0.00413215,2.007063553,2.488263875
0.0041382,2.006840044,2.485848613
0.00414425,2.006840044,2.483471089
0.0041503,2.007473317,2.481735119
0.00415635,2.007100804,2.47898021
0.0041624,2.007696826,2.477055548
0.00416845,2.007845831,2.474036469
0.0041745,2.00754782,2.470149406
0.00418055,2.008851617,2.468677605
0.0041866,2.009782901,2.46682842
0.00419265,2.009931907,2.463394219
0.0041987,2.011012196,2.461092171
0.00420475,2.012427747,2.458978817
0.0042108,2.012949266,2.455620092
0.00421685,2.013284528,2.452185891
0.0042229,2.014513823,2.44973289
0.00422895,2.016711652,2.44773275
0.004235,2.018127204,2.444600457
0.00424105,2.018946733,2.441128517
0.0042471,2.020399536,2.438713254
0.00425315,2.022411109,2.436373469
0.0042592,2.023677655,2.432750575
0.00426525,2.025353966,2.42965602
0.0042713,2.027514544,2.427429449
0.00427735,2.029079101,2.42444811
0.0042834,2.031761198,2.422410232
0.00428945,2.033549263,2.419315677
0.0042955,2.034666803,2.415051229
0.00430155,2.036343114,2.411428335
0.0043076,2.039062463,2.409428196
0.00431365,2.042489587,2.407994133
0.0043197,2.043979641,2.404408978
0.00432575,2.045618701,2.400823823
0.0043318,2.048710563,2.398974637
0.00433785,2.051057398,2.396483898
0.0043439,2.053404233,2.393427081
0.00434995,2.055751068,2.390521218
0.004356,2.058097903,2.387653094
0.00436205,2.060891754,2.385049139
0.0043681,2.064244376,2.383313169
0.00437415,2.066702965,2.38104886
0.0043802,2.068640035,2.377954305
0.00438625,2.071769149,2.375991904
0.0043923,2.075606038,2.37436915
0.00439835,2.079033162,2.371538764
0.0044044,2.08201327,2.369048024
0.00441045,2.084620865,2.366632762
0.0044165,2.087191208,2.364255238
0.00442255,2.090581081,2.363123083
0.0044286,2.093449435,2.361273898
0.00443465,2.096578548,2.359537928
0.0044407,2.09967041,2.357877435
0.00444675,2.10186824,2.355688603
0.0044528,2.10462484,2.353914895
0.00445885,2.107120681,2.352141186
0.0044649,2.109467516,2.35032974
0.00447095,2.112447624,2.349650447
0.004477,2.114868962,2.348518293
0.00448305,2.118221583,2.346820061
0.0044891,2.121276194,2.345876599
0.00449515,2.12366028,2.34512183
0.0045012,2.126267875,2.344027414
0.00450725,2.128726464,2.342932998
0.0045133,2.131259556,2.342102751
0.00451935,2.134835685,2.342329182
0.0045254,2.137108018,2.34138572
0.00453145,2.139343099,2.340593212
0.0045375,2.141950693,2.340329043
0.00454355,2.143925015,2.340064874
0.0045496,2.146569861,2.340442258
0.00455565,2.148991199,2.340140351
0.0045617,2.150220493,2.339310104
0.00456775,2.152381072,2.33964975
0.0045738,2.155808196,2.341234766
0.00457985,2.157745266,2.341498936
0.0045859,2.159049063,2.340970597
0.00459195,2.160576369,2.341083813
0.004598,2.162662444,2.342215967
0.00460405,2.165083782,2.343461337
0.0046101,2.166313077,2.343687767
0.00461615,2.167728628,2.344555752
0.0046222,2.169479442,2.346178507
0.00462825,2.170336223,2.346555892
0.0046343,2.171751774,2.347612569
0.00464035,2.173353582,2.349235324
0.0046464,2.174024106,2.350216524
0.00465245,2.175439658,2.352027971
0.0046585,2.176743455,2.353650726
0.00466455,2.177041466,2.354933834
0.0046706,2.178010001,2.356971712
0.00467665,2.178457017,2.358103866
0.0046827,2.178233509,2.358858636
0.00468875,2.179164793,2.361160683
0.0046948,2.180394087,2.363764638
0.00470085,2.180319585,2.3651987
0.0047069,2.180207831,2.367085624
0.00471295,2.18046859,2.369274455
0.004719,2.180692098,2.371312333
0.00472505,2.180841104,2.373840811
0.0047311,2.17964906,2.375161658
0.00473715,2.179984323,2.378218475
0.0047432,2.180356836,2.381162076
0.00474925,2.178978536,2.38229423
0.0047553,2.178419766,2.384898185
0.00476135,2.178419766,2.38848334
0.0047674,2.17797275,2.391125034
0.00477345,2.176668952,2.392974219
0.0047795,2.175886674,2.395766867
0.00478555,2.175178898,2.398295345
0.0047916,2.174061358,2.400672869
0.00479765,2.173763347,2.404295763
0.0048037,2.172347796,2.40659781
0.00480975,2.170000961,2.408409257
0.0048158,2.168548158,2.411390596
0.00482185,2.167914885,2.414975752
0.0048279,2.166462082,2.417617445
0.00483395,2.16474852,2.420070446
0.00484,2.163109461,2.423014048
0.00484605,2.161693909,2.425995387
0.0048521,2.160725374,2.429580543
0.00485815,2.158192282,2.43161842
0.0048642,2.15536118,2.433467606
0.00487025,2.154020131,2.436901807
0.0048763,2.151934055,2.439505762
0.00488235,2.150108739,2.442600317
0.0048884,2.148432428,2.445959042
0.00489445,2.145526823,2.448298828
0.0049005,2.143627004,2.45146886
0.00490655,2.141540929,2.454299245
0.0049126,2.138225558,2.455695569
0.00491865,2.135878723,2.458224047
0.0049247,2.134165161,2.461431818
0.00493075,2.131296807,2.463733865
0.0049368,2.128316699,2.466639728
0.00494285,2.125262088,2.469356898
0.0049489,2.12228198,2.471923115
0.00495495,2.119376375,2.474149685
0.004961,2.11702954,2.476791378
0.00496705,2.114682705,2.479433072
0.0049731,2.111590843,2.480829395
0.00497915,2.108461729,2.483055965
0.0049852,2.106301151,2.486037305
0.00499125,2.103060283,2.487320413
0.0049973,2.100936956,2.488867691
0.00500335,2.099819416,2.492226416
0.0050094,2.095721767,2.494151078
0.00501545,2.091884878,2.495170017
0.0050215,2.089240032,2.497132418
0.00502755,2.086669689,2.498755172
0.0050336,2.084062094,2.500679835
0.00503965,2.081156489,2.50203842
0.0050457,2.078362638,2.503095097
0.00505175,2.075457032,2.504227251
0.0050578,2.073706219,2.506680252
0.00506385,2.070912368,2.507963361
0.0050699,2.067373489,2.508114315
0.00507595,2.065101157,2.509397423
0.005082,2.062530814,2.510491839
0.00508805,2.060668246,2.512529717
0.0050941,2.058097903,2.513510917
0.00510015,2.055006041,2.513624132
0.0051062,2.052957217,2.514605333
0.00511225,2.050684884,2.515360102
0.0051183,2.048114541,2.515812964
0.00512435,2.046102968,2.516379041
0.0051304,2.043644379,2.516228087
0.00513645,2.041223041,2.516341303
0.0051425,2.039099714,2.516567734
0.00514855,2.036715628,2.516228087
0.0051546,2.035151071,2.516341303
0.00516065,2.033251252,2.516265826
0.0051667,2.030829914,2.515850703
0.00517275,2.029302609,2.515888441
0.0051788,2.027663549,2.515548795
0.00518485,2.025651977,2.515058195
0.0051909,2.023640404,2.514076994
0.00519695,2.021628831,2.512567455
0.005203,2.020660296,2.512378763
0.00520905,2.019505504,2.511963639
0.0052151,2.01693516,2.509661592
0.00522115,2.016115631,2.509359684
0.0052272,2.015445106,2.508869084
0.00523325,2.013694293,2.507095376
0.0052393,2.012986517,2.505925483
0.00524535,2.012204239,2.504566898
0.0052514,2.011161201,2.503359266
0.00525745,2.010341671,2.501736512
0.0052635,2.009335885,2.499660896
0.00526955,2.008479104,2.49781171
0.0052756,2.008255596,2.496528602
0.00528165,2.007696826,2.49483037
0.0052877,2.006616536,2.492037723
0.00529375,2.006877296,2.490452707
0.0052998,2.00698905,2.488678999
0.00530585,2.007175307,2.487018506
0.0053119,2.007212558,2.485018366
0.00531795,2.006095017,2.481244519
0.005324,2.006393028,2.478451871
0.00533005,2.007063553,2.476715901
0.0053361,2.007883082,2.475357316
0.00534215,2.008292847,2.4727911
0.0053482,2.008553607,2.469922975
0.00535425,2.009261382,2.46780962
0.0053603,2.010192666,2.465205666
0.00536635,2.01112395,2.462563972
0.0053724,2.011272955,2.459016555
0.00537845,2.011757223,2.455733308
0.0053845,2.012725758,2.453318045
0.00539055,2.014662828,2.451431121
0.0053966,2.016003877,2.448525258
0.00540265,2.016562647,2.444864626
0.0054087,2.018685974,2.442600317
0.00541475,2.020027023,2.440147316
0.0054208,2.020585793,2.436750853
0.00542685,2.022560114,2.433807252
0.0054329,2.024012917,2.430674958
0.00543895,2.025391217,2.427203019
0.005445,2.027775304,2.424787756
0.00545105,2.029935882,2.422598924
0.0054571,2.031835701,2.419768538
0.00546315,2.033623766,2.416673983
0.0054692,2.035523584,2.413503951
0.00547525,2.037758666,2.410673565
0.0054813,2.039621233,2.407616749
0.00548735,2.04036626,2.403918378
0.0054934,2.043234614,2.402144669
0.00549945,2.04669899,2.400069053
0.0055055,2.048598809,2.396370682
0.00551155,2.05083389,2.39320065
0.0055176,2.054037506,2.391313726
0.00552365,2.056607849,2.388860725
0.0055297,2.058768427,2.385917124
0.00553575,2.061413273,2.3835396
0.0055418,2.064728643,2.381463984
0.00554785,2.067224484,2.378860029
0.0055539,2.069124303,2.375878689
0.00555995,2.072141662,2.373689857
0.005566,2.075606038,2.371614241
0.00557205,2.079629184,2.369916009
0.0055781,2.082758297,2.367613962
0.00558415,2.084918876,2.364859053
0.0055902,2.087116705,2.362632483
0.00559625,2.090171316,2.361500329
0.0056023,2.093933702,2.360443652
0.00560835,2.096802056,2.358217081
0.0056144,2.099186143,2.356179204
0.00562045,2.101793737,2.35429228
0.0056265,2.10544437,2.353348818
0.00563255,2.107977462,2.351990233
0.0056386,2.109542018,2.349688185
0.00564465,2.111777099,2.348480554
0.0056507,2.114496448,2.347461615
0.00565675,2.118221583,2.346291722
0.0056628,2.121425199,2.345536953
0.00566885,2.124293553,2.344933137
0.0056749,2.12667764,2.343423598
0.00568095,2.128838218,2.342178228
0.005687,2.131185053,2.341498936
0.00569305,2.134276915,2.341272505
0.0056991,2.137108018,2.340706428
0.00570515,2.138896083,2.339461058
0.0057112,2.141987945,2.339687489
0.00571725,2.144968053,2.340291304
0.0057233,2.146346353,2.339347843
0.00572935,2.147799156,2.338555335
0.0057354,2.15040675,2.339045935
0.00574145,2.153014345,2.339574273
0.0057475,2.15454165,2.339461058
0.00575355,2.156031704,2.339234627
0.0057596,2.158304036,2.340027135
0.00576565,2.160725374,2.340932859
0.0057717,2.161507653,2.340517735
0.00577775,2.163109461,2.340970597
0.0057838,2.165791558,2.342932998
0.00578985,2.167095355,2.344102891
0.0057959,2.16832465,2.344555752
0.00580195,2.169591196,2.345084091
0.005808,2.171304758,2.346820061
0.00581405,2.172645806,2.3483296
0.0058201,2.173986855,2.349725924
0.00582615,2.175476909,2.351046771
0.0058322,2.175961177,2.351839279
0.00583825,2.175849423,2.35255631
0.0058443,2.177302225,2.354896095
0.00585035,2.178568771,2.357160404
0.0058564,2.179053039,2.358707682
0.00586245,2.179723563,2.360519129
0.0058685,2.180394087,2.362896653
0.00587455,2.181213617,2.365425131
0.0058806,2.18102736,2.367085624
0.00588665,2.179947071,2.367878132
0.0058927,2.17990982,2.369689579
0.00589875,2.180394087,2.372218057
0.0059048,2.181213617,2.375388089
0.00591085,2.18102736,2.377614659
0.0059169,2.179947071,2.37931289
0.00592295,2.179760814,2.382105538
0.005929,2.179760814,2.384747231
0.00593505,2.178419766,2.386634155
0.0059411,2.177190471,2.388596556
0.00594715,2.177451231,2.392257188
0.0059532,2.17633369,2.394672451
0.00595925,2.175402406,2.39716319
0.0059653,2.174806385,2.400069053
0.00597135,2.173763347,2.402786223
0.0059774,2.172794812,2.40535244
0.00598345,2.171453763,2.408182826
0.0059895,2.169963709,2.410975473
0.00599555,2.168287398,2.413315259
0.0060016,2.166909098,2.416485291
0.00600765,2.165158285,2.419315677
0.0060137,2.163519226,2.421919632
0.00601975,2.162140926,2.424599064
0.0060258,2.160203855,2.42716528
0.00603185,2.158900058,2.43063722
0.0060379,2.157074742,2.433656298
0.00604395,2.154914164,2.436448946
0.00605,2.152716334,2.438788731
0.00605605,2.150555755,2.441656855
0.0060621,2.148506931,2.444864626
0.00606815,2.146681615,2.447808227
0.0060742,2.14407402,2.450185751
0.00608025,2.141913442,2.453318045
0.0060863,2.139752864,2.455884262
0.00609235,2.13662375,2.457620232
0.0060984,2.134314167,2.46037514
0.00610445,2.131781075,2.463054572
0.0061105,2.12973225,2.466413297
0.00611655,2.127012902,2.469394637
0.0061226,2.123287767,2.471130607
0.00612865,2.120084151,2.473243961
0.0061347,2.117513807,2.47599887
0.00614075,2.115204224,2.478376394
0.0061468,2.112671132,2.480904872
0.00615285,2.109877281,2.483018227
0.0061589,2.106971675,2.484829674
0.00616495,2.104773845,2.48766006
0.006171,2.102762273,2.489999845
0.00617705,2.100303683,2.491471646
0.0061831,2.096690302,2.49335857
0.00618915,2.093225927,2.495207755
0.0061952,2.091028097,2.497245633
0.00620125,2.087824481,2.498679695
0.0062073,2.084322854,2.499962803
0.00621335,2.08201327,2.501849727
0.0062194,2.079033162,2.502793189
0.00622545,2.076127557,2.503849867
0.0062315,2.074078732,2.506227391
0.00623755,2.071359384,2.507095376
0.0062436,2.06823027,2.507585976
0.00624965,2.065771681,2.509359684
0.0062557,2.062903327,2.510378623
0.00626175,2.060370235,2.511246608
0.0062678,2.057874395,2.512076855
0.00627385,2.055490308,2.513246748
0.0062799,2.053180725,2.514001517
0.00628595,2.050200617,2.513850563
0.006292,2.047444017,2.514265686
0.00629805,2.045581449,2.515322364
0.0063041,2.043160111,2.515397841
0.00631015,2.040403511,2.515322364
0.0063162,2.039136966,2.516605472
0.00632225,2.037013639,2.516379041
0.0063283,2.034443295,2.515737487
0.00633435,2.033661017,2.51690738
0.0063404,2.03097892,2.515812964
0.00634645,2.027514544,2.514076994
0.0063525,2.025912736,2.513624132
0.00635855,2.025242212,2.514605333
0.0063646,2.023975666,2.514605333
0.00637065,2.021815087,2.513510917
0.0063767,2.019617258,2.512567455
0.00638275,2.018648723,2.511925901
0.0063888,2.017642936,2.511246608
0.00639485,2.015407855,2.509020038
0.0064009,2.014476571,2.508038838
0.00640695,2.013433534,2.507472761
0.006413,2.012129736,2.506378345
0.00641905,2.01168272,2.505585837
0.0064251,2.010229917,2.50377439
0.00643115,2.009559393,2.502453543
0.0064372,2.009671147,2.501698773
0.00644325,2.008516355,2.49954768
0.0064493,2.007324312,2.497283372
0.00645535,2.006467531,2.49558514
0.0064614,2.005797007,2.493585001
0.00646745,2.005722504,2.491811292
0.0064735,2.005498996,2.48988663
0.00647955,2.00505198,2.487433629
0.0064856,2.005871509,2.485735397
0.00649165,2.005834258,2.483282396
0.0064977,2.005238236,2.480640703
0.00650375,2.004977477,2.477885794
0.0065098,2.005014728,2.474866716
0.00651585,2.006504782,2.473621346
0.0065219,2.00698905,2.471583468
0.00652795,2.006579285,2.467998313
0.006534,2.007361563,2.465054712
0.00654005,2.008553607,2.463281003
0.0065461,2.008963371,2.460752525
0.00655215,2.009373136,2.457393801
0.0065582,2.010267169,2.454752107
0.00656425,2.011496463,2.452261368
0.0065703,2.013396282,2.450298967
0.00657635,2.014141309,2.446827027
0.0065824,2.015035342,2.443317348
0.00658845,2.016599898,2.44078887
0.0065945,2.018499717,2.438524562
0.00660055,2.020027023,2.435467745
0.0066066,2.020883804,2.431769374
0.00661265,2.022783623,2.428788035
0.0066187,2.024869698,2.426410511
0.00662475,2.027142031,2.424372633
0.0066308,2.028632085,2.420787477
0.00663685,2.030606406,2.41799483
0.0066429,2.032804236,2.41550409
0.00664895,2.034666803,2.41229632
0.006655,2.036641125,2.409201765
0.00666105,2.039136966,2.406484594
0.0066671,2.041670057,2.403918378
0.00667315,2.043420871,2.400937038
0.0066792,2.04532069,2.397955698
0.00668525,2.04863606,2.396068774
0.0066913,2.051280906,2.393615773
0.00669735,2.053366981,2.390521218
0.0067034,2.05608633,2.387955002
0.00670945,2.058433165,2.385426524
0.0067155,2.060929006,2.382860307
0.00672155,2.063611103,2.380331829
0.0067276,2.065548173,2.377010843
0.00673365,2.067746003,2.374142719
0.0067397,2.071731897,2.373236995
0.00674575,2.075345278,2.37138781
0.0067518,2.078027376,2.368255516
0.00675785,2.081007484,2.366028946
0.0067639,2.083913089,2.363991068
0.00676995,2.087153957,2.362557006
0.006776,2.089873305,2.360368175
0.00678205,2.091437862,2.357349096
0.0067881,2.095013992,2.356405634
0.00679415,2.098217608,2.355047049
0.0068002,2.100452689,2.352895956
0.00680625,2.1035073,2.351726063
0.0068123,2.106636413,2.350669386
0.00681835,2.10957927,2.34908437
0.0068244,2.111143826,2.347272923
0.00683045,2.113043645,2.346291722
0.0068365,2.116508021,2.344933137
0.00684255,2.120382161,2.344480276
0.0068486,2.123325018,2.344253845
0.00685465,2.125187586,2.342291444
0.0068607,2.126863896,2.340479997
0.00686675,2.129583245,2.34040452
0.0068728,2.133159375,2.340781905
0.00687885,2.135282702,2.340027135
0.0068849,2.137480531,2.339234627
0.00689095,2.140125377,2.339272366
0.006897,2.142658469,2.339536535
0.00690305,2.145489572,2.33964975
0.0069091,2.14653261,2.338479858
0.00691515,2.148097166,2.338026996
0.0069212,2.150779264,2.338706288
0.00692725,2.153312355,2.339687489
0.0069333,2.15536118,2.339989397
0.00693935,2.15673948,2.339574273
0.0069454,2.158639299,2.340366781
0.00695145,2.161209642,2.341423459
0.0069575,2.162327182,2.341498936
0.00696355,2.163221215,2.341876321
0.0069696,2.165232788,2.343423598
0.00697565,2.166797344,2.344480276
0.0069817,2.167952136,2.345159568
0.00698775,2.169591196,2.34659363
0.0069938,2.171006747,2.348216385
0.00699985,2.171975282,2.349348539
0.0070059,2.173316331,2.351046771
0.00701195,2.174359369,2.352594048
0.007018,2.174582877,2.353499772
0.00702405,2.175290652,2.354896095
0.0070301,2.176855209,2.357462312
0.00703615,2.177413979,2.359537928
0.0070422,2.176966963,2.360330436
0.00704825,2.177302225,2.361802237
0.0070543,2.178866782,2.365085484
0.00706035,2.178978536,2.367047885
0.0070664,2.17827076,2.368368732
0.00707245,2.178382514,2.370519825
